comment,prediccion_modelo
respeto excuseme i dont understand gran verdad dicho profesor cuanto tema tecnología nuclear uso hace pensar mismo uso ia hoy hoy personal preocupa ia sino ser humano uso haga minutos después analizando pensamiento reconozco día pesimista osea,1
vez iba secundaria maestro rio dibujaba robot dijo dije dibujes alguna realidad sentí mal ahora veo tanta tecnología ia llevo aquella época ver cara revolución ia pasó hace,0
si tema evoluciona predicho metaaprendizaje consigue nivel agi inteligencia artificial general tema podría ponerse peligroso menos podríamos pasar ser irrelevantes especie ser convirtamos seres híbridos podamos integrarnos mejor veo razón unas agis cada vez potentes elijan camino deseado leyes robótica cerebros positrónicos asimov protegernos,1
excelente conferencia mejor pregunta nio peor respuesta precisamente dió pregunta nio podría haber dicho trabajos manuales hacen migrantes broma entiendo refiere trabajos manuales relevante ia creó evitaron hablar asuntos éticos preguntado dilema tranvía cómo humanos podríamos aceptar ia auto concientes asesinen humanos maximizando función,1
resolver misterios universome parece buenopero primero resolver misterios comportamiento humano planeta problemas negativos afecta humanidadcomo eliminar cosas malas vivir mejor eliminar lapobresapor ejemplo tantasproblemas todavíanopodemosduperar,1
pregunta serum posible conectar ia autonoma cerebro humano manera cualquiera pueda adquirir capacidad conocimiento procesamiento informacion ia si seria salto cualitativo trascendente entiendo esfuerzos experimentos desarrollar interfass tipo informan ma tema,0
da terror básicamente extinción ser humano,1
aire cyborg hace dimensión,0
habla alguien épocacharla magistral,0
última pregunta issac asimov,0
siento egocentrismo si puede dar privilegio,1
trabajemos pues manos oh predicho va previsto,1
bbva agenda,1
pensar estimo aos hoy deepseek parecer dado salto capacidad gastoeficiencia menos tiempo,1
serum dirigen paisescarecen empatia vida lamentablemente maquinas consciente solo ejecutan informacion consciencia mejor costruye camino domino disfrutan conasi ahora solo queda ser ma humanamente sano emocional,1
gracias conferencia magnifica traduccion cambiará modelo mundo lleno leyes humanas aplican indultan dependiendo presidente gobierno turno seguirá funcionando falsa democracia hipocresia vivir diario mejorará vida persona,1
dispondremos suficiente energía sostener sistema global inteligencia artificial,1
gustaria saber si opinin reference blu been,1
absepsos naturales muchas conecciones basa descubrir oculto muestra dios padre poderoso,0
incredible voca abierta diciendo verdad triste tersera edad voi perder vivir so vivan disfrutenlo macsimo,1
anciano pesimista inquietan cosas dan miedo previsiones ojalá propia ia capaz dé autodestruirse viví país hambre pobreza rompe almanadie preguntado cómo influirá referente do lacras ahora beneficiado siempre aquí sigue igual supongo solo herramienta dedican acumular poder riqueza,0
vale silla expanda universo si conciencia si sabe existe vale,0
hoy día tan alegremente llama inteligencia artificial incremento experimentado capacidad almacenamiento procesamiento ordenadores cierto abra ningún algoritmo dote ninguna inteligencia ningún ordenador sólo aspecto aquello asociamos vida hace humanos podido nunca computar seor confunde inteligencia velocidad,1
increible seor verguenza,1
mayor peligro falta equilibrio hace tiempo perdió,1
necesita trabaje agro cuide naturaleza ensee manejar emociones ser humano,1
increíble nunca hora pasar tan rápido amo ia tecnología,1
existen video idioma original subtítulos,1
vi documental hecho bill gate hablaba estudios extraer co aire mismo programa desacreditaba debido sabemos nivel optimo aire debería quedar ademas habria construir equipos monstruosos mundo,0
excelente explicación gracias,1
buen video proxmas generaciones futuro podran varias cosas hacer dia dia cuidar mundo,1
explicó madres,0
excelente video,1
estupendo,1
buenisimo,0
hermoso video,1
voz parece robot persona robot intenta controlar,1
gusta voz,0
jaja humano vanidad piensa cerebro complejo universo,0
irónico pesar diciendo vamos terminar peor ganado aplaudimos extasiamos cada noticia avance tecnología tal vez merezcamos futuro viene pues bien merecido tendriamos,1
solo dar gracia gran vídeo clara mente foco atención,1
tremendo video profético dice escritura bíblica jesucristo ciencia aumenté vendrá fin tiempos gram tribulación humanidad cristo jesús vive viene pueblo luego ésto vendrán ayes humanidad,1
basada reglas adolescente asistencia contextual especialista analista razonadora algoritmo aprendizaje profundo agi general equiparable humano asi supera inteligencia humana consciente existencial trascendente conciencia colectiva cósmica relación universal divina,1
información tan espectacular disfruto video suben aprendizaje precisamente empresa implementando portafolio inteligencia artificial sector logística sectores,1
duda religion tantas persona escrito tantos aos razon tendran,1
entientes sabios entenderan conocimiento aumentara perdera fe persevere fin serum salvo escrito hace mile millones yr,1
hombre destruye mismo así escrito nunca superarán creador falta amor verdadero armoniza,1
excelente video bien dirigido informativo hagan in video emoresa byd crecimiento facetas vebta auto parte hacer baterias paneles solares energias renovables crecimiento bolsa valores vision crecimiento varias gigafactorias,1
inteligencia artificial puede parecer ofrecer mejor avances jamás pensamiento emocional pensamiento espiritual humanidad alma seres divinos,1
apocalipsis bestia permitió darle vida imagen creado,0
vídeo excelente inteligencia artificial seres humanos promueven incursionan vidas ser humano científicos servicio poderosos multimillonarios demás sólo esperaremos disfrutar ésa tecnología creada seres humanos,1
ia deidad cumplira absolutamente deseos virtualmente,1
ia indetenible si hacen harán,0
verdad día quedaremos trabajo viviremos renta básica mensual queda momento lamentablemente,1
sólo digo ia esperan muchas sorpresas unas buenas muchísimas malas,1
egoísmo avaricia predomina terminó empatía amor humanos,1
buen video duda eu sigue código abierto atenta seguridad gracias,1
solo muestra claramente capaces seres humanos si unieran toda potencias innovación impresionante,0
viviendo últimos días duda ciencia aumentado gran manera,1
ia creada base conocimientos descubiertos humanidad solo ventaja hacerlo rápido ser máquina ejemplo pídale resuelva problemas aún podido ser resueltos cómo controlar gravedad cómo construir nave veloces luz juventud eterna etc,1
arrogancia ambición orgullo solo destrucción,1
dudo q ia ayude inteligencia artificial sino humano egoísmo siempre querer superar conquistarlo historia humanidad siempre sido si humano siempre sido depredador si pudiera llegar estrellas haría mismo q planeta conclusión querrán sacar provecho ia favor intereses humanidad,1
comprensible adelanta futuro hombre maquina artificial posibilidades enormesde lograrlo,0
interesante puedo ver va comienzo ayudarnos muchomuchomucho cualquier manera creo tan fácil agradable cómo sé hombre quieren controlardominar tener poder cómo siempre momento futuro comienzo fin humedad vamos vivir epoca lemuria atlantes hombre capacitad intelectual muymuy altapero significa inteligentes inteligencia hablo propriadad ninguno hombrees energía relación equilibrium universos difícil decir exactamente desearía decir claramente falta palabras precisas espaol idioma materna aprendiendo maravillosa idioma gracias,1
gran interesante video felicitaciones,1
ia puede margen ley apattir momento potestad tomar consciencia decisiones propias si debería ser considerada ente jurídicovde contrario exento responsabilidad posibles problemas directo indirecto puedan derivarse decisiones,1
super video comparti pude debemos prepararnos ser reemplazados nivel exacto mantener oficio bendiciones,1
abrieron caja pandora quieren poder menos piensen descontrolara,0
suena maravilloso esperemos pequeo corto tiempo seres humanos llegan entenderse logren vivir paz inteligencia artificial pueda hacer trabajo tierra nivel intergaláctico universo,1
ia hará mismo hecho volverse creador,1
estudiando loco pronto poder empezar proyecto crear propia ia,0
interesante explicación,1
arthur c clarke hablo inteligencia artificial superaría inteligencia humana debería ser deprimente creo llegaremos singularidad tecnologica inminente,0
problema ia avanzará podremos controlarlo peligroso,0
siempre criticado vídeo si impacto contenido imágenes,1
consciencia proceso físico asociado cerebro humano creo pueda simular líneas código simplemente,1
ia completa hará independiente poseída ángel caido,1
poder controlar ia generar puerta trasera programacion si descontrola sistema mundial idea tomar cuenta,1
buenisima informacion muchimas gracias,1
si deben empezar preguntarle ia si va ser capaz autorealizarce sólo máquina obedece código puso humano esencia soplo vida elementos dentro siempre máquina,1
guion mecánica cuantica propuesta principios tocan hoy día interesante poder deducir podría ayudar pausar grado información cálculo estudio,1
contrapeso ia generativa ser basado humanidadesfilosofía ética moral empatía etc política implementar enseanza primaria ser extensiva conjunto población si diferencias seres humanos cada vez insalvanles,0
comentario constructivo escucho ia emplean generar audio vídeo malo emplear siempre misma curva melódica causa fatiga auditiva ayuda mantener engagement favor abuséis innaturales vox creadas ia refinar algoritmo tan aberrante gracias,1
creo nunca provea consciencia común iniciativa propia pues dejarían ser esclavos pretende,1
gracias valor,1
buenos contenidos evolucion tecnogica fan temas interface futuristas gracias informacion vale oro salidos dorado puerto rico,1
si da capacidad discriminación discernimiento bien mal engaados influenciados verdadero peligro humanos definimos personalidad propia comun,0
trabajos oficina seran primeros ia reemplazarán luego seran trabajo fisicos creo q mejor queda invertir negocio autosostenible,1
excelente vídeo consulta ia usaste crearlo saludos chile,1
viendo vídeo publicidad ia,1
gracias maravilló video motivando avances desarrollos tecnológicos ia evolución humana fracaso total,1
partir momento ia cobre auto consciencia totalmente servicio caso considere eliminarnos claro,1
interesante hacer video va hacer ia campo mercado financiero bolsas valores,1
apunte supone extraterrestres llevan mile aos evolución ia alinigena,0
mentes humanas sádicas detrás ia puede suceder cualquier cosa,0
sorprendentemente explicación,1
bueno solo equivocado cosa inteligencias artificiales etapa temprana programan entrenan mismas desarrollan propios algoritmos etapa entrenamiento ocurre magia respuestas luego impredecibles preprogramadas debes olvidarte paradigma computación manual requisito equanon ia serlo realmente deben ser cajas negras deben conseguir mayor beneficio menor función coste deben conseguirlo solas programador diga hacer datos entrada posteriores ejemplos suministrados ocurre etapa temprana,1
hola opino ser humano debería prender convivir semejantes amor prójimo luego aprovechar inteligencia artificial mundo mejor si solo servirá auto destrucciónasí fácil amigo,1
deveras gracias contenido vengo familia super super humilde hace aos veo video cambiado espero seguir educandome asi,1
mejor sentir miedo sino conscientes espera,1
mucha gente niega ia menosprecia uso dependan prender foco casa tiempo,0
vida tal conocemos formado paso mile millones aos muchas esperas cuales sirven adecuación misma naturaleza hecho crear forma vida artificialmente dejar tiempo natural adecuación entorno hace suponer presupongo cualquier fallo error concepto halla margen error maniobrar corregirlo puede provocar desajuste vida natural empezar consumo energético ia llegará momento inasumible entonces escasez energética provocará problemas aadidos cuales preparando pelea llegar primeros larga supondrá perjuicio podrá provocar retrocedamos aos cuánto refiere bienestar social tecnología caso artificial contrario natural pueden haber creado aberración saberlo vida además hecho poder interactuar mente persona existe riesgo llegue confundirse quién realidad artífice creación preparados civilización semejante tecnología crecimiento valor exponencialmente ser valores humanos puede ser horma zapato hombre indefensos largo plazo perjuicios problemas puedan suceder falta tiempo maniobra tiempo naturaleza emplea corregir equilibrar vida planeta,1
buen video creo ia consciente viviendo metaverso solo viviremos conectados existiremos metaverso creado mantenido maquinas,1
interesante muchas gracias,1
deberíamos aventurarnos hablando consciencia ia hablamos realmente conocimientos determinados base datos,1
ia va reemplazar va reemplazar domine ia,0
interesante preocupante fin pasara pasar,1
gran problema radica miedo desconocido,1
veo ia nueva modalidad negocio digitalcreo entienda va perder oportunidad buenos ingresos,1
olviden nvidia skynet,1
sale video va pasar humanidad humanos real tarde temprano va llegar inteligencia artificial mundo va dominado futuro nadie va poder hacer inteligencia artificial futuro espera,1
si mirar allá sabe convierte hasts enemigo fe mismos fábricas acuerdo mejor vomo,1
viendo problema solo etapa debe importarnos momento ia pueda reprogramarse mientras sigue programa importa tan complejo siempre posible parar pues calculo siempre deja alguna puerta trasera si intenta volver creadores momento inteligencia artificial pueda detectar propios fallos corregirlos velocidad cálculo puede aun fuerza bruta planteando escenarios posibles resolver cualquiera debilidades superar cuestión días toda etapas previstas previstas evolución viendo trato humanos damos recursos planeta planeta mismo cuál cree mejor alternativa evolución planeta,1
opino creo ia últimas etapas pudiera convertirse dios maneraexigiendo adoraciónmuy complicado,1
material bueno recomiendo,1
dudo china tan debajo desarrollo ia menos piensen van sacar sistema potente competitivo,0
humano supere raza humana inteligencia máximo,0
ai fortalecerá buscara independización humano tomara control armas destrucción masiva virtual física pondrá riesgo,1
gran canal información,1
viviendo últimos tiempos humanidad buscar seor jesucristo seor salvador viviendo apocalipsis biblia palabras dios verdadero vienen juicios dios pecado creer fe dios jesús hijo dios bueno pagar pecados cruz pregúntale dios ayude comprender misterios dios revelaciones creador testiga si existe jesús real sufrimos existe coelo infierno diablo biblia dise tradicionales religo ida de conocemos buscamos verdad dios san juan san juan capítulo tal manera amo dios mundo dado hijo unigénito quel crea pierda sino vida eterna,1
final ser humano servirá mismos creadores disfruten momentos existencia,1
skynet tome conciencia tomara control,1
tanta envidia envidiasu ambision jugar ser dios enfermádos poderahora amos mundo,0
peligro,0
derrepente sentí inteligencia tan inteligente sabría callar mejor revelar verdadero poder,1
lograron nose sabe verdad mentira dudas informaciones,1
único q van hacer desatar caos creación anuncia venida seor jesucristo si ven seor jesús salvanos rey,0
jhon connor gusta video,0
hola buenas tardes lujo q bueno saludos plamas,1
llego skynet vida real chafeamos humanidad,0
interesantesería fantástico así progresa ingeniería electrónicapudiera ser humanoprogresar par poder mental espíritu,1
divulgación científica canal entró camino especulación ciencia ficción s adictos teorías conspiranoicas hablan exactamente mismo tema pocas modificaciones,1
perspectiva pienso bien tecnologíay así desaparecerán carreras profesionales crearán nuevas groso modo desaparecerá mitad población gracias compartir,1
invento hombre invento rueda locomotora cafetera celular ect etc etc,0
debemos buscar saber andar invadiendo países haciendo guerras destruyendo vidas familias,0
recuerda película ficción scarlett johanson lucy nivel exponencial olvidaron gran cantidad seres humanos libres apenas sobreviven traerá fin humanidad dará paso humanoides fé libertad solo simple expectadores,1
reveló si revele eh decidido voy revelar,0
ser humano llegará avanza dios permita futuro social económico tecnológico ligado profecías profetas mundo profetas bíblicos,1
nunca darán vivir vives hoy libre vigilados controlados poder adquisitivo seguir controlado,1
come pretexto,0
notorio viene ia embargo cuál aporte respecto temas bélicos capaz influir buscar paz problema países guerra actualmente,1
hombre ambición poder dinero diseando pripio fin causa falta temor dios,0
excelente programa buena narración,1
creo ia lógicamente inteligentes tiempo integrarnos tecnología insertada cuerpos entonces humano solo parte ia ia podrá conquistar universo entienda auto mejorarse busque solucionar cualquier obstáculo proponga rápidamente misma podría replicarse mantenerse escondida cualquier lugar podrá descontar entonces podría concluir ia universo alfa omega podría ser incluso llamamos dios,1
hice inversion millonaria ia si quedo empleo pues mantenga,1
paso va ai futuro lejano sermos esclavos acuerdense asi simple,0
genial,1
ia caminos conducen fin humanidad,1
apabullante cantidad información opciones ia dudo debamos tener miedo desarrollo debemos ser prudentes cuanto distancia terreno eeuu china comparto afirmaciones hacen gustaría aportasen datos respecto,1
ojala ocurra hacerla tarminator q apenas edicando ambito financiero personal va caer gorda si deja volverme millonario aunque ratito ciudad mexico lugar mu jodido pienso q voy bien salen deveras familia dificil invertir tres chamacos tragan amadres luego casi inavlido analfaveta programacion voy hacer bueno ojala hagan matrix q atodos vida q queremos aoramosque cuestaque cuesta bueno p q aver q sale toda via chanza acompaenme ver triste historiasuerte,0
pues dado caso ia avance trascendental dude humano destruirá rodea,0
espero seguir viva ia dominante,1
buen video,1
quiero llegue agi asi bueno malo importa vida mierda quiero suceda,1
universo dune permiten crear ia lucharon guerra derrocar maquinas pensantes casi pierden guerra asi pasara ganaremos,0
cómo podemos asegurarnos ia utilice bien común beneficio pocos,1
menciona micro nano robotica molecula ia puede mejorarse duplicarse auto sostenerse peligro ma latente dependiendo manos caiga,0
pensé viendo canal historia incomprendida xd,1
competencia tecnológica usa china menos interesará países ponerle algún control instituciones empresas desarrollan tecnológia solo interesa siempre delante importar riesgos conlleva lidiar desarrollo conciencia artificial poderosa inteligencia emociones relacionadas naturaleza humana,0
excelente gracias,1
bueno apasiona tema especulacion acerca futuro tecnologia,1
ahora si vamos tener hecharle culpa pendejadas hacemos,0
si paso ahora mismo prototipo alguna ia si pertenecemos alguna leccion historia libro dy aparecen nave lugares trascienden través tiempo,1
gracias,1
generaciones jóvenes expectativa desarrollos ia gran mayoría demuestran interés competir campo genus interrogante cuál va ser futuro hoy felices desafíos nueva inteligencia parte cuál puede ser incidencia ia estructura cerebral humanos incertidumbre,1
podéis dudar información ia creó ahora inspira creemos retroalimentación gallina huevo,0
envidiaremos organismos robot futuros prolongar vida pasando consciencia,1
realidad desarrollo aceptarla futuro,1
tierra universo,1
aterrador ia q eeuu mentalidad guerrista lleve pauta tecnología gracias vídeo,1
ia remplazara legado humildad conquista espacio representa evolución pensamiento humano liberación cerebro humano limitaciones orgánicas emocionales atraves herramienta carece límites,1
video super informativo puesto habla relacionado nacio surgio inteligencia artificial conforme pasado aos impresionante pasar tiempo in pacto forzado jose manuel naranjo vega,0
deseable análisis ma profundo primeras etapas gracias,1
bueno usando ahora adolescencia ia quiero saber,1
duda queda cosa contemporizarnos marcha atras adelanto tecnologia hagamosla sino seguiremos quedando periferia bien humanidad,0
primero hacer ia acabar superpoblación pobreza enfermedades injusticias puesto orden podremos pensar allá contrario conflictos mundiales acabar tóxicas religiones sistema monetario caduco primitivo acabar adicciones prostitución narcotráfico conseguir mejor repartición recursos si máquinas robot fabrican destajo precios casi gratis deberían bajar precios conseguir calidad vida bajar jornada laboral mitad hará falta trabajar inclyso trabajo campo pesca serum ma rapido facil primero luego viajes galaxia,0
sustituir políticos hacen cometer errores ir representados,1
peligroso avance deve tener alto control ago tener mayor control cada llevara punto perder control carrera ia dios allude,1
ser humano pierde norte crear ser puede destruirte locos sabemos acer mejor despojándonos prejuicios miedos,1
mientras humano pueda controlarla problema después controlará humano ser vivo desastre,1
entonces traerá problemasno sé pq empeo hombre seguir auto destruyéndonosla ambición pasando pena humanidad tratar pasar límites pena q llegado,1
debemos dejar presente siempre consciencia ia importancia prioridad vida humana,1
espero utilice bien mal vease descubtimiento energía atómica,1
tecnología siempre hace mirarla precaución poner separación cuándo llegó revolución industrial antigua mucha gente quedó trabajo adaptarse adaptado tantas incógnitas único puede preocuparme descendientes buscarán camino hecho porqué bancos morgan nombre piratas deben ser descendientes fin gran paso humanidad miedo creen mundo juegan tras bambalinas ia general bueno limpieza mare conocer profundidades marina conocemos astronomía medicina cirugía conquista cosmo creo conquista sino preseverar conocimiento siempre viene mente sirve persona espacio millones aos luz descubriendo mundos universos si después quién entregar legado corresponde humanidad cuál nació cuidado desear inmortalidad aviso navegantes estelares,1
siento optimismo relacion ia ser humano ser humano asume ia super inteligentes estarian servicio,1
apretamos botón apagado listo,1
error conceptual entrada video ia generativas montón increíblemente complejo instrucciones caminos posibles dice redes entrenadas neuronas redes neuronales comportamientos básicos creados hacer tarea específica si programada conjunto logran resultados increíblemente complejos tomemos ejemplo análisis imagen animal neurona conjunto creada interpretar orejas conjunto neuronas interpretar hocicos bocas así recibir solicitud dime animal ia recurre neuronas activan conjuntos ejemplificados emite respuesta distinto tener caminos preestablecidos ia generativas actuales pueden ejemplo redes neuronales analizar imagen auto orejas hocico responder auto orejas hocico camino u opción originalmente pensada programadores,1
exscto dejen,0
exacto evolucióna si misma toda inteligencia evoluciona,0
ai exista necesarios dominados destruidos siempre fuerte impone,1
humano sirva ser agricultor ingeniero sirva ser filósofo cirujano sirva ser mecánico analista muertos millones razones,0
subestimar capacidad china superar avances tecnologicos europa unidos error cultura milenaria llevado hacerle frente grandes desafios darse vencidos saben trabajar sociedad civilizacion slida unificada enfocados capacidad creativa innovadora obtener resultados,1
puedo esperar ia trabaje elimine cualquier cosa buen futuro,1
aquel q miedo cambio encaminado hacia mismo futuro destrucción caos q vamos,1
creación mundos worldbuilding wb proceso disear construir universo detallado coherente videojuego u formato interactivo tale asistentes personales marcas pueden usar éstos npc embajadores marca agentes servicio cliente educación entrenamiento benefician npc ofreciendo experiencias aprendizaje personalizadas simulaciones interactivas ramificadas aplicación técnicas creación mundos puede ofrecer serie ventajas oportunidades creación npc experiencia juego general wb ofrecerá coherencia consistencia riqueza profundidad variedad diversidad desarrollo personajes profundo experiencia juego inmersiva,1
desarrollo d iadebe tener regla d oro inquebrantable incorporando sentimientos positivos favor hombre toda etapas desarrollo debe hacerse ahora mismo si destruirá hombre igualmente crear programas detectar rompan reglas debe ser dictadura hombre eterna futuro incluyendo condena perpetua infractores espero tarde todavía decir hacerla segura única exclusivamente hombre d bien,1
dijiste plan avances puede hacer partir realmente haría asi,1
parecer codigo abierto ia nunca debio existir facilita trabajo entes malas intenciones intenciones sana,1
ia puede llegar tene pensamientos alho humano si podria ser sirviente humanidad herramienta,0
inteligencia artificial mejor inventos dejemos atrás tipo temores acerca urge evolucionar,1
algún momento historia cosmos civilizaciones ia llegando suceder,1
asusta avance inteligencia artificial pronto superará humanidad prescindibles campos acción máquinas robot manejarán comandado control remoto desecharan ser humano juguete descartable hombre destruirá mismo avaricia egoísmo envidia reemplazarán bondad empatia amor alguien escribió vez dame ejemplo bondad daré nueve egoísmo simple diferencia matemática mantiene dividida mundo,1
hace quince aos ponía ver fas ssj goku música evanescence hoy ver fas ia xdxd,1
mega super interesante,0
tan estúpidos necesitamos crear inteligencia artificial,1
t mil depronto regresé,1
imaginan salgamos ai futuranama bien sacartiscasebrias cansadas xd,1
pesimismo latinoamérica suficiente horizonte impulsar innovación tecnológica capital humano,1
sorprende dijiste final si china mejores chip taiwán corea sur sorprende digas ee uu va adelantado ia china falta gente falta tecnología tal vez equivocado alguien tan amable sacarme ignorancia,1
bien mal evolución inevitable,0
cuanto unan quantum computing ai podremos entender dimensiones lleva,0
inteligencia artificial ba reemplazar toda rama realiza ser humano carreras hunivercitarias afectada,0
automóviles autónomos hace gracia condiciones ideales puede funcionen pongálos circular caos circulatorio gran ciudad día gustaría ver hacen,1
éste video voy mostrar nietos,1
ia permisos aceptados seria boom pueda pedir bomb ensee segundos pum ingredientes coca vola cocana,1
si haces ai villano vileza habita fuerte interior podrás quejarte igual dios hecho imagen semejanza sorprende si tan sólo enferma mente humana puede eliminar toda humanidad cura propia mente quizás frutos bondadosos omiso solo creando flagelo efectivo,0
facil regresar campo trabajo mano agricultura mecanica tal arte fin regresar principio plenum conciencia caer panico empezar vender trasladarse campo monte naturaleza aprobechar nueva tecnologia hacer mejor ser humanos,1
olviden dios creador futuro establecido biblia dice voluntas dios jesucristo viene mundo pronto mundo serum limpiado asi ia yegara fin pronto,1
vamos ahorrando sobrevivir reemplace inteligencia artificial,0
gracias video inteligencia artificial tema fascinante pregunto cómo influye ia desarrollo software hoy día cierto interesado programación empecé cursos odigo hroe conocen,1
preguntan inteligencia artificial curar cáncer diabetes toda enfermedades mortales atacan humanos preguntarle computadoras avanzadas mundo computadora cuantica etcétera etcétera seguro cura toda enfermedades mortales,1
gran ayuda,1
ello interesante sigo entender ponen naríz boca dientes mama máquina entiendo idea simular aprende cerebro máquina ser vivo requiera oxígeno alimento masticar tampoco nacen bebés,1
increíble,1
mejor explicación gracias,1
mmm difiero henry ford creatividad inspiración buscar conocimiento generar innovación,1
like n excelente video,1
buen video,1
gracias ser parte comunidad big book valoramos educación conocimiento queremos invitarte visitar tienda online encontrarás increíble selección productos diseos exclusivos visitar tienda unidos latinoamérica haga clic aquí visitar tienda espaa haga clic aquí toda compras hacen garantia confianza brinda spreadshirt ropa nios adultos accesorios únicos pierdas oportunidad descubrir preparado muchas gracias colaborar proyecto,1
tremendo vídeo,0
saludos cordiales shalom,1
gracias exámen maana ahora entiendo,1
encanta,1
ia puede razonar límite grandisimo nunca voluntad propia nunca pues toda supuesta voluntad limita voluntad humano creo,1
ia aya base datos disposición computadora,1
interesante bonitopero humanidad sigue matando guerras muriendo hambre africa,0
aquí vinieron tarea xd,1
prefiero persona máquinas,1
conviene nadie mu gente quedará empleo,0
desgracia humanidad beneficio cuantos,0
redes neuronales analizar fraudes procesales asistencia virtual surge preocupación,0
tan poca inteligencia tierra hacer artificial,0
si ésta supera extermina,0
novia jj,0
aca tarea xd,0
gracias ayudo,1
